Rank,Title,Link,Author,Aborn,Adeath,Translator,Tborn,Tdeath,Subject,Language
673,"Lady Bell, Volume 1 (of 3) :  A story of last century",https://www.gutenberg.org//ebooks/74655,"Tytler, Sarah",1827,1914,,,,"['Historical fiction', 'Great Britain -- History -- George III, 1760-1820 -- Fiction']",English
549,"The Influence of Sea Power Upon History, 1660-1783",https://www.gutenberg.org//ebooks/13529,"Mahan, A. T. (Alfred Thayer)",1840,1914,,,,"['Sea-power', 'Naval history, Modern']",English
274,The Devil's Dictionary,https://www.gutenberg.org//ebooks/972,"Bierce, Ambrose",1842,1914,,,,"['English language -- Dictionaries -- Humor', 'English language -- Semantics -- Humor', 'Vocabulary -- Humor']",English
316,An Occurrence at Owl Creek Bridge,https://www.gutenberg.org//ebooks/375,"Bierce, Ambrose",1842,1914,,,,"['Short stories', 'United States -- History -- Civil War, 1861-1865 -- Fiction', 'Prisoners -- Fiction']",English
197,How the Other Half Lives: Studies Among the Tenements of New York,https://www.gutenberg.org//ebooks/45502,"Riis, Jacob A. (Jacob August)",1849,1914,,,,"['Poor -- New York (State) -- New York', 'Tenement houses -- New York (State) -- New York']",English
557,Mrs. Spring Fragrance,https://www.gutenberg.org//ebooks/62940,Sui Sin Far,1865,1914,,,,"['Short stories', 'Chinese Americans -- Fiction', 'Chinatowns -- Pacific States -- Fiction']",English
490,Lady Audley's Secret,https://www.gutenberg.org//ebooks/8954,"Braddon, M. E. (Mary Elizabeth)",1835,1915,,,,"['England -- Fiction', 'Psychological fiction', 'Domestic fiction', 'Married women -- Fiction', 'Bigamy -- Fiction', 'Deception -- Fiction']",English
336,Up from Slavery: An Autobiography,https://www.gutenberg.org//ebooks/2376,"Washington, Booker T.",1856,1915,,,,"['Tuskegee Institute', 'Washington, Booker T., 1856-1915', 'African Americans -- Biography', 'Educators -- United States -- Biography']",English
150,The Turn of the Screw,https://www.gutenberg.org//ebooks/209,"James, Henry",1843,1916,,,,"['England -- Fiction', 'Psychological fiction', 'Governesses -- Fiction', 'Ghost stories', 'Children -- Fiction']",English
482,The Beast in the Jungle,https://www.gutenberg.org//ebooks/1093,"James, Henry",1843,1916,,,,"['Conduct of life -- Fiction', 'Fate and fatalism -- Fiction', 'Man-woman relationships -- Fiction', 'Egoism -- Fiction']",English
520,The Portrait of a Lady — Volume 1,https://www.gutenberg.org//ebooks/2833,"James, Henry",1843,1916,,,,"['Inheritance and succession -- Fiction', 'Psychological fiction', 'Love stories', 'Fathers and daughters -- Fiction', 'Married women -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Italy -- Fiction', 'Archer, Isabel (Fictitious character) -- Fiction', 'Americans -- Italy -- Fiction']",English
623,Daisy Miller: A Study,https://www.gutenberg.org//ebooks/208,"James, Henry",1843,1916,,,,"['Psychological fiction', 'Young women -- Fiction', 'Europe -- Fiction', 'Americans -- Europe -- Fiction']",English
647,"The Boy's Voice",https://www.gutenberg.org//ebooks/32023,"Curwen, J. Spencer (John Spencer)",1847,1916,,,,"['Singing', 'Voice culture', 'Choirs (Music)', 'Choirboys -- Training of -- England']",English
821,"A summary of the history, construction and effects in warfare of the projectile-throwing engines of the ancients, with a treatise on the structure, power and management of Turkish and other Oriental bows of mediæval and later times",https://www.gutenberg.org//ebooks/74719,"Payne-Gallwey, Ralph, Sir",1848,1916,,,,"['Bow and arrow', 'Military art and science -- History', 'Engines of war']",English
84,"Calculus Made Easy",https://www.gutenberg.org//ebooks/33283,"Thompson, Silvanus P. (Silvanus Phillips)",1851,1916,,,,['Calculus'],English
538,The Imperial Japanese Navy,https://www.gutenberg.org//ebooks/74624,"Jane, Fred T. (Frederick Thomas)",1865,1916,,,,"['Russo-Japanese War, 1904-1905 -- Naval operations', 'Japan. Kaigun']",English
156,The call of the wild,https://www.gutenberg.org//ebooks/215,"London, Jack",1876,1916,,,,"['Dogs -- Fiction', 'Adventure stories', 'Nature stories', 'Klondike River Valley (Yukon) -- Fiction', 'Sled dogs -- Fiction', 'Pet theft -- Fiction', 'Feral dogs -- Fiction', 'Animal welfare -- Fiction']",English
277,White Fang,https://www.gutenberg.org//ebooks/910,"London, Jack",1876,1916,,,,"['Wolfdogs -- Fiction', 'Adventure stories', 'Canada, Northern -- Fiction']",English
496,Martin Eden,https://www.gutenberg.org//ebooks/1056,"London, Jack",1876,1916,,,,"['Working class -- Fiction', 'Authors -- Fiction', 'Autobiographical fiction', 'Bildungsromans', 'Young men -- Fiction', 'San Francisco (Calif.) -- Fiction']",English
740,The Sea-Wolf,https://www.gutenberg.org//ebooks/1074,"London, Jack",1876,1916,,,,"['Sea stories', 'Ship captains -- Fiction', 'Arctic regions -- Fiction', 'Sealers (Persons) -- Fiction', 'Sealing ships -- Fiction']",English
746,Daddy-Long-Legs,https://www.gutenberg.org//ebooks/40426,"Webster, Jean",1876,1916,,,,"['Orphans -- Fiction', 'Boarding schools -- Fiction', 'Schools -- Fiction', 'Young women -- Fiction', 'Love stories', 'Bildungsromans', 'Epistolary fiction', 'Women authors -- Fiction', 'Philanthropists -- Fiction', 'Women college students -- Fiction', 'Universities and colleges -- Fiction', 'Letters -- Fiction']",English
956,English Synonyms and Antonyms,https://www.gutenberg.org//ebooks/28900,"Fernald, James Champlin",1838,1918,,,,"['English language -- Synonyms and antonyms', 'English language -- Prepositions']",English
181,Baron Trump's Marvellous Underground Journey,https://www.gutenberg.org//ebooks/57426,"Lockwood, Ingersoll",1841,1918,,,,"['Fantasy fiction', 'Dogs -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Adventure stories', 'Wit and humor, Juvenile', 'Voyages and travels -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Queens -- Juvenile fiction', 'Kings and rulers -- Juvenile fiction', 'Courtship -- Juvenile fiction', 'Voyages, Imaginary -- Juvenile fiction', 'Youth and death -- Juvenile fiction']",English
216,"1900; or, The last President",https://www.gutenberg.org//ebooks/60479,"Lockwood, Ingersoll",1841,1918,,,,['United States -- Politics and government -- Fiction'],English
350,Cyrano de Bergerac,https://www.gutenberg.org//ebooks/1254,"Rostand, Edmond",1868,1918,"Thomas, Gladys",,,"['Cyrano de Bergerac, 1619-1655 -- Drama', 'Authors, French -- 17th century -- Drama', 'France -- History -- 17th century -- Drama']",English
295,"In Flanders Fields, and Other Poems",https://www.gutenberg.org//ebooks/353,"McCrae, John",1872,1918,,,,"['World War, 1914-1918 -- Poetry', 'Patriotic poetry', 'English poetry', 'McCrae, John, 1872-1918']",English
81,The Wonderful Wizard of Oz,https://www.gutenberg.org//ebooks/55,"Baum, L. Frank (Lyman Frank)",1856,1919,,,,"['Oz (Imaginary place) -- Juvenile fiction', 'Fantasy literature', 'Courage -- Juvenile fiction', 'Home -- Juvenile fiction', 'Good and evil -- Juvenile fiction', 'Dreams -- Juvenile fiction', 'Gale, Dorothy (Fictitious character) -- Juvenile fiction', 'Cowardly Lion (Fictitious character) -- Juvenile fiction', 'Cyclones -- Juvenile fiction', 'Scarecrow (Fictitious character from Baum) -- Juvenile fiction', 'Toto (Fictitious character) -- Juvenile fiction', 'Witches -- Juvenile fiction', 'Wizard of Oz (Fictitious character) -- Juvenile fiction', 'Tin Woodman (Fictitious character) -- Juvenile fiction']",English
521,The Wonderful Wizard of Oz,https://www.gutenberg.org//ebooks/43936,"Baum, L. Frank (Lyman Frank)",1856,1919,,,,"['Oz (Imaginary place) -- Juvenile fiction', 'Fantasy literature', 'Courage -- Juvenile fiction', 'Home -- Juvenile fiction', 'Good and evil -- Juvenile fiction', 'Dreams -- Juvenile fiction', 'Gale, Dorothy (Fictitious character) -- Juvenile fiction', 'Cowardly Lion (Fictitious character) -- Juvenile fiction', 'Cyclones -- Juvenile fiction', 'Scarecrow (Fictitious character from Baum) -- Juvenile fiction', 'Toto (Fictitious character) -- Juvenile fiction', 'Witches -- Juvenile fiction', 'Wizard of Oz (Fictitious character) -- Juvenile fiction', 'Tin Woodman (Fictitious character) -- Juvenile fiction']",English
868,The Marvelous Land of Oz,https://www.gutenberg.org//ebooks/54,"Baum, L. Frank (Lyman Frank)",1856,1919,,,,"['Oz (Imaginary place) -- Juvenile fiction', 'Fantasy literature', 'Conduct of life -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Magic -- Juvenile fiction', 'Practical jokes -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Queens -- Juvenile fiction', 'Kings and rulers -- Juvenile fiction', 'Witches -- Juvenile fiction', 'Women soldiers -- Juvenile fiction']",English
991,Dorothy and the Wizard in Oz,https://www.gutenberg.org//ebooks/22566,"Baum, L. Frank (Lyman Frank)",1856,1919,,,,"['Oz (Imaginary place) -- Juvenile fiction', 'Fantasy literature', 'Friendship -- Juvenile fiction', 'Dragons -- Juvenile fiction', 'Cousins -- Juvenile fiction', 'Mountains -- Juvenile fiction', 'Magic -- Juvenile fiction', 'Cats -- Juvenile fiction', 'Ranches -- Juvenile fiction', 'Earthquakes -- Juvenile fiction', 'Kittens -- Juvenile fiction', 'Nephews -- Juvenile fiction', 'Trials -- Juvenile fiction', 'Gale, Dorothy (Fictitious character) -- Juvenile fiction', 'Wizard of Oz (Fictitious character) -- Juvenile fiction', 'Piglets -- Juvenile fiction']",English
786,Doña Perfecta (Spanish),https://www.gutenberg.org//ebooks/15725,"Pérez Galdós, Benito",1843,1920,,,,"['Married women -- Fiction', 'Spanish language -- Readers', 'Spain -- Social life and customs -- 19th century -- Fiction', 'Religion and politics -- Spain -- History -- 19th century -- Fiction', 'Liberalism -- Spain -- History -- 19th century -- Fiction', 'Social conflict -- Spain -- History -- 19th century -- Fiction']",Spanish
658,Zimmerblattpflanzen (German),https://www.gutenberg.org//ebooks/22823,"Dammer, Udo",1860,1920,,,,"['House plants', 'Foliage plants']",German
506,Pollyanna,https://www.gutenberg.org//ebooks/1450,"Porter, Eleanor H. (Eleanor Hodgman)",1868,1920,,,,"['Orphans -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Aunts -- Juvenile fiction', 'Cheerfulness -- Juvenile fiction', 'Interpersonal relations -- Juvenile fiction', 'Vermont -- History -- 20th century -- Juvenile fiction']",English
467,"Myths of the Cherokee",https://www.gutenberg.org//ebooks/45634,"Mooney, James",1861,1921,,,,"['Tales -- Southern States', 'Cherokee Indians -- Folklore', 'Cherokee mythology', 'Legends -- Southern States', 'Cherokee Indians -- History']",English
726,The well in the wood,https://www.gutenberg.org//ebooks/74753,"Taylor, Bert Leston",1866,1921,,,,"['Fantasy fiction', 'Animals -- Juvenile fiction', 'Girls -- Juvenile fiction']",English
797,A Complete Dictionary of Synonyms and Antonyms,https://www.gutenberg.org//ebooks/51155,"Fallows, Samuel",1835,1922,,,,['English language -- 19th century -- Synonyms and antonyms'],English
592,"In the ""Stranger People's"" country :  A novel",https://www.gutenberg.org//ebooks/74630,"Craddock, Charles Egbert",1850,1922,,,,"['Psychological fiction', 'Political fiction', 'Politicians -- Fiction', 'Mountain life -- Fiction', 'Archaeologists -- Fiction', 'Cemeteries -- Fiction', 'Appalachian Region, Southern -- Fiction']",English
646,Principios e questões de philosophia politica (Vol. 1 of 2) (Portuguese),https://www.gutenberg.org//ebooks/71031,"Cândido, António",1850,1922,,,,"['Law -- Philosophy', 'Representative government and representation', 'Suffrage']",Portuguese
657,The windfall :  a novel,https://www.gutenberg.org//ebooks/74744,"Craddock, Charles Egbert",1850,1922,,,,"['Inheritance and succession -- Fiction', 'Man-woman relationships -- Fiction', 'Great Smoky Mountains (N.C. and Tenn.) -- Fiction', 'Alcohol trafficking -- Fiction', 'Fairs -- Fiction']",English
714,In the Tennessee mountains,https://www.gutenberg.org//ebooks/74759,"Craddock, Charles Egbert",1850,1922,,,,"['Short stories, American', 'Mountain life -- Tennessee -- Fiction', 'Tennessee -- Social life and customs -- 19th century -- Fiction']",English
780,In the clouds,https://www.gutenberg.org//ebooks/74706,"Craddock, Charles Egbert",1850,1922,,,,"['United States -- Social life and customs -- 19th century -- Fiction', 'Mountain life -- Tennessee -- Fiction']",English
505,"Loved and lost :  or, A deadly secret",https://www.gutenberg.org//ebooks/74670,"Clay, Bertha M.",1865,1922,,,,"['England -- Fiction', 'Man-woman relationships -- Fiction', 'Dime novels', 'Popular literature']",English
48,Du côté de chez Swann (French),https://www.gutenberg.org//ebooks/2650,"Proust, Marcel",1871,1922,,,,"['Autobiographical fiction', 'Villages -- France -- Fiction', 'France -- Social life and customs -- 19th century -- Fiction']",French
980,Vitus Bering: the Discoverer of Bering Strait,https://www.gutenberg.org//ebooks/46032,"Lauridsen, Peter",1846,1923,"Olsen, Julius E.",,,"['Bering, Vitus Jonassen, 1681-1741', 'Kamchatskaia ekspeditsiia (1st : 1725-1730)', 'Bering Strait -- Discovery and exploration', 'Bering Island (Russia) -- Discovery and exploration']",English
394,"The Garden Party, and Other Stories",https://www.gutenberg.org//ebooks/1429,"Mansfield, Katherine",1888,1923,,,,"['Short stories, New Zealand', 'New Zealand -- Social life and customs -- Fiction']",English
170,The Secret Garden,https://www.gutenberg.org//ebooks/17396,"Burnett, Frances Hodgson",1849,1924,,,,"['Orphans -- Juvenile fiction', 'People with disabilities -- Juvenile fiction', 'Gardens -- Juvenile fiction', 'Yorkshire (England) -- Juvenile fiction']",English
326,"A Little Princess",https://www.gutenberg.org//ebooks/146,"Burnett, Frances Hodgson",1849,1924,,,,"['Orphans -- Juvenile fiction', 'Schools -- Juvenile fiction', 'Boarding schools -- Juvenile fiction', 'Girls -- Juvenile fiction', 'London (England) -- Juvenile fiction']",English
444,The Secret Garden,https://www.gutenberg.org//ebooks/113,"Burnett, Frances Hodgson",1849,1924,,,,"['Orphans -- Juvenile fiction', 'People with disabilities -- Juvenile fiction', 'Gardens -- Juvenile fiction', 'Yorkshire (England) -- Juvenile fiction']",English
953,Little Lord Fauntleroy,https://www.gutenberg.org//ebooks/479,"Burnett, Frances Hodgson",1849,1924,,,,"['Conduct of life -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Family -- Juvenile fiction', 'England -- Juvenile fiction', 'Grandparent and child -- Juvenile fiction', 'Inheritance and succession -- Juvenile fiction', 'Grandfathers -- Juvenile fiction', 'Wealth -- Juvenile fiction', 'Altruism -- Juvenile fiction', 'Mother and child -- Juvenile fiction']",English
52,Heart of Darkness,https://www.gutenberg.org//ebooks/219,"Conrad, Joseph",1857,1924,,,,"['Africa -- Fiction', 'Europeans -- Africa -- Fiction', 'Trading posts -- Fiction', 'Degeneration -- Fiction', 'Imperialism -- Fiction', 'Psychological fiction']",English
517,Lord Jim,https://www.gutenberg.org//ebooks/5658,"Conrad, Joseph",1857,1924,,,,"['Psychological fiction', 'Atonement -- Fiction', 'Merchant marine -- Officers -- Fiction', 'British -- Indonesia -- Fiction', 'Cowardice -- Fiction', 'Indonesia -- Fiction']",English
874,Victory: An Island Tale,https://www.gutenberg.org//ebooks/6378,"Conrad, Joseph",1857,1924,,,,"['Revenge -- Fiction', 'Psychological fiction', 'Indonesia -- Fiction', 'Europeans -- Indonesia -- Fiction', 'Women musicians -- Fiction', 'Abused women -- Fiction']",English
942,The Secret Agent: A Simple Tale,https://www.gutenberg.org//ebooks/974,"Conrad, Joseph",1857,1924,,,,"['London (England) -- Fiction', 'Political fiction', 'Conspiracies -- Fiction', 'Anarchists -- Fiction', 'Bombings -- Fiction']",English
947,The Secret Sharer,https://www.gutenberg.org//ebooks/220,"Conrad, Joseph",1857,1924,,,,"['Sea stories', 'Psychological fiction', 'Ship captains -- Fiction', 'Fugitives from justice -- Fiction']",English
427,The Railway Children,https://www.gutenberg.org//ebooks/1874,"Nesbit, E. (Edith)",1858,1924,,,,"['Railroads -- Fiction', 'Country life -- England -- Fiction', 'England -- Fiction', 'Family life -- Fiction', 'Siblings -- Fiction']",English
710,On the theory of the infinite in modern thought :  Two introductory studies,https://www.gutenberg.org//ebooks/74732,"Jourdain, Eleanor F. (Eleanor Frances)",1863,1924,,,,"['Knowledge, Theory of', 'Pragmatism', 'Infinite']",English
